CRATER_ID,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,DEPTH_RIM_TOPOG,DEPTH_FLOOR_TOPOG,DEPTH_RIMFLOOR_TOPOG,CRATER_NAME,FAN_LATITUDE,FAN_LONGITUDE ,FAN_CLASS,FAN_AZIMUTH_BEARING,TANAKA_UNIT,TANAKA_UNIT_DESCRIPTION,REFERENCE
19-000007,-26.04,-34.02,152.66,-0.11,-2.24,2.14,Holden,-26.92,-34.88,equivocal fan,202.5,AHi,Amazonian and Hesperian impact unit,Ponderelli et al (2005)
19-000127,-28.86,-6.58,44.16,1.41,0.7,0.71,,-29.21,-6.61,equivocal fan,180,lNh,Late Noachian highland unit,Wilson et al. (2013)/ this paper
19-000130,-27.78,-13.83,43.47,0.5,-0.37,0.87,,-27.59,-13.52,equivocal fan,45,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
19-000301,-23.46,-12.24,27.48,-0.56,-0.96,0.4,Milna,-23.51,-12.07,equivocal fan,90,eNh,Early Noachian highland unit,Irwin et al. (2005)
20-000021,-23.32,28.06,98.09,2.63,0.18,2.45,,-23.3,28.62,equivocal fan,67.5,AHi,Amazonian and Hesperian impact unit,Moore and Howard (2005)
20-000021,-23.32,28.06,98.09,2.63,0.18,2.45,,-23.43,28.6,equivocal fan,90,AHi,Amazonian and Hesperian impact unit,Moore and Howard (2005)
21-000173,-22.6,65.39,43.22,0.04,-2.05,2.08,,-22.74,65.58,equivocal fan,112.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
21-001079,-23.42,71.01,12.93,-2.06,-2.17,0.11,,-23.36,70.92,equivocal fan,292.5,mNh,Middle Noachian highland unit,Fassett and Head (2008a)
22-000658,-25.7,97.53,16.29,0.82,-0.24,1.06,,-25.62,97.56,equivocal fan,0,eHv,Early Hesperian volcanic unit,this paper 
23-000003,-14.51,175.53,158.12,-0.54,-1.91,1.37,Gusev,-15.59,175.68,equivocal fan,157.5,eHv,Early Hesperian volcanic unit,Cabrol and Grin (1999)
26-000036,-37.52,-3.09,66.63,1.45,-0.32,1.77,,-37.53,-2.66,equivocal fan,90,eNh,Early Noachian highland unit,this paper 
26-000191,-41.2,-30.43,37.84,0.5,-0.66,1.17,Tarakan,-41.28,-30.13,equivocal fan,90,mNhm,Middle Noachian highland massif unit,this paper 
27-000001,-46.16,19.11,201.71,2.41,0.79,1.62,Kaiser,-45.54,17.33,equivocal fan,292.5,lNh,Late Noachian highland unit,this paper 
27-000090,-30.22,32.5,60.34,1.65,0.37,1.28,,-30.62,32.33,equivocal fan,180,mNh,Middle Noachian highland unit,this paper 
27-000154,-31.79,31.42,48.02,2.23,-0.85,3.08,,-31.76,31.78,equivocal fan,67.5,mNh,Middle Noachian highland unit,this paper 
28-000068,-30,73.4,52.52,-5.16,-6.61,1.45,,-29.73,73.59,equivocal fan,22.5,mNh,Middle Noachian highland unit,Goudge et al. (2012)
